"id","name","category_code","disease_code","created_at","updated_at"
"2702","G406 - Ataques de Gran Mal, no Especificados (con o sin Pequeno Mal)","G40","6",,
"2703","G407 - Pequeno Mal, no Especificado (sin Ataque de Gran Mal)","G40","7",,
"2704","G408 - Otras Epilepsias","G40","8",,
"2705","G409 - Epilepsia, Tipo no Especificado","G40","9",,
"2706","G410 - Estado de Gran Mal Epileptico","G41","0",,
"2707","G411 - Estado de Pequeno Mal Epileptico","G41","1",,
"2708","G412 - Estado de Mal Epileptico Parcial Complejo","G41","2",,
"2709","G418 - Otros Estados Epilepticos","G41","8",,
"2710","G419 - Estado de Mal Epileptico de Tipo no Especificado","G41","9",,
"2711","G430 - Migrana sin Aura [Migrana Comun]","G43","0",,
"2712","G431 - Migrana con Aura [Migrana Clasica]","G43","1",,
"2713","G432 - Estado Migranoso","G43","2",,
"2714","G433 - Migrana Complicada","G43","3",,
"2715","G438 - Otras Migranas","G43","8",,
"2716","G439 - Migrana, no Especificada","G43","9",,
"2717","G440 - Sindrome de Cefalea en Racimos","G44","0",,
"2718","G441 - Cefalea Vascular, Ncop","G44","1",,
"2719","G442 - Cefalea debida a Tension","G44","2",,
"2720","G443 - Cefalea Postraumatica Cronica","G44","3",,
"2721","G444 - Cefalea Inducida por Drogas, no Clasificada en otra parte","G44","4",,
"2722","G448 - Otros Sindromes de Cefalea Especificados","G44","8",,
"2723","G450 - Sindrome Arterial Vertebro-Basilar","G45","0",,
"2724","G451 - Sindrome de la Arteria Carotida (Hemisferico)","G45","1",,
"2725","G452 - Sindromes Arteriales Precerebrales Bilaterales y Multiples","G45","2",,
"2726","G453 - Amaurosis Fugaz","G45","3",,
"2727","G454 - Amnesia Global Transitoria","G45","4",,
"2728","G458 - Otras Isquemias Cerebrales Transitorias y Sindromes Afines","G45","8",,
"2729","G459 - Isquemia Cerebral Transitoria, sin otra Especificacion","G45","9",,
"2730","G460 - Sindrome de la Arteria Cerebral Media (I66.0+)","G46","0",,
"2731","G461 - Sindrome de la Arteria Cerebral Anterior (I66.1+)","G46","1",,
"2732","G462 - Sindrome de la Arteria Cerebral Posterior (I66.2+)","G46","2",,
"2733","G463 - Sindromes Apopleticos del Tallo Encefalico (I60-I67+)","G46","3",,
"2734","G464 - Sindrome de Infarto Cerebeloso (I60-I67+)","G46","4",,
"2735","G465 - Sindrome Lacunar Motor Puro (I60-I67+)","G46","5",,
"2736","G466 - Sindrome Lacunar Sensorial Puro (I60-I67+)","G46","6",,
"2737","G467 - Otros Sindromes Lacunares (I60-I67+)","G46","7",,
"2738","G468 - Otros Sindromes Vasculares Encefalicos en Enfermedades Cerebrovasculares (I60-I67+)","G46","8",,
"2739","G470 - Trastornos del Inicio y del Mantenimiento del Sueno [Insomnios]","G47","0",,
"2740","G471 - Trastornos de Somnolencia Excesiva [Hipersomnios]","G47","1",,
"2741","G472 - Trastornos del Ritmo Nictameral","G47","2",,
"2742","G473 - Apnea del Sueno","G47","3",,
"2743","G474 - Narcolepsia y Cataplexia","G47","4",,
"2744","G478 - Otros Trastornos del Sueno","G47","8",,
"2745","G479 - Trastorno del Sueno, no Especificado","G47","9",,
"2746","G500 - Neuralgia del Trigemino","G50","0",,
"2747","G501 - Dolor Facial Atipico","G50","1",,
"2748","G508 - Otros Trastornos del Trigemino","G50","8",,
"2749","G509 - Trastorno del Trigemino, no Especificado","G50","9",,
"2750","G510 - Paralisis de Bell","G51","0",,
"2751","G511 - Ganglionitis Geniculada","G51","1",,
"2752","G512 - Sindrome de Melkersson","G51","2",,
"2753","G513 - Espasmo Hemifacial Clonico","G51","3",,
"2754","G514 - Mioquimia Facial","G51","4",,
"2755","G518 - Otros Trastornos del Nervio Facial","G51","8",,
"2756","G519 - Trastorno del Nervio Facial, no Especificado","G51","9",,
"2757","G520 - Trastornos del Nervio Olfatorio","G52","0",,
"2758","G521 - Trastornos del Nervio Glosofaringeo","G52","1",,
"2759","G522 - Trastornos del Nervio Vago","G52","2",,
"2760","G523 - Trastornos del Nervio Hipogloso","G52","3",,
"2761","G527 - Trastornos de Multiples Nervios Craneales","G52","7",,
"2762","G528 - Trastornos de otros Nervios Craneales Especificados","G52","8",,
"2763","G529 - Trastorno de Nervio Craneal, no Especificado","G52","9",,
"2764","G530 - Neuralgia Postherpes Zoster","G53","0",,
"2765","G531 - Paralisis Multiple de los Nervios Craneales en Enfermedades Infecciosas y Parasitarias C","G53","1",,
"2766","G532 - Paralisis Multiple de los Nervios Craneales, en la Sarcoidosis","G53","2",,
"2767","G533 - Paralisis Multiple de los Nervios Craneales, en Enfermedades Neoplasicas","G53","3",,
"2768","G538 - Otros Trastornos de los Nervios Craneales en otras Enfermedades Clasificadas en otra Par","G53","8",,
"2769","G540 - Trastornos del Plexo Braquial","G54","0",,
"2770","G541 - Trastornos del Plexo Lumbosacro","G54","1",,
"2771","G542 - Trastornos de la Raiz Cervical, no Clasificados en otra parte","G54","2",,
"2772","G543 - Trastornos de la Raiz Toracica, no Clasificados en otra parte","G54","3",,
"2773","G544 - Trastornos de la Raiz Lumbosacra, no Clasificados en otra parte","G54","4",,
"2774","G545 - Amiotrofia Neuralgica","G54","5",,
"2775","G546 - Sindrome del Miembro Fantasma con dolor","G54","6",,
"2776","G547 - Sindrome del Miembro Fantasma sin dolor","G54","7",,
"2777","G548 - Otros Trastornos de las Raices y Plexos Nerviosos","G54","8",,
"2778","G549 - Trastorno de la Raiz y Plexos Nerviosos, no Especificado","G54","9",,
"2779","G550 - Compresiones de las Raices y Plexos Nerviosos en Enfermedades Neoplasicas","G55","0",,
"2780","G551 - Compresiones de las Raices y Plexos Nerviosos en Trastornos de los discos Intervertebral","G55","1",,
"2781","G552 - Compresiones de las Raices y Plexos Nerviosos en la Espondilosis","G55","2",,
"2782","G553 - Compresiones de las Raices y Plexos Nerviosos en otras dorsopatias","G55","3",,
"2783","G558 - Compresiones de las Raices y Plexos Nerviosos en otras Enfermedades Clasificadas en Otra","G55","8",,
"2784","G560 - Sindrome del Tunel Carpiano","G56","0",,
"2785","G561 - Otras Lesiones del Nervio Mediano","G56","1",,
"2786","G562 - Lesion del Nervio Cubital","G56","2",,
"2787","G563 - Lesion del Nervio Radial","G56","3",,
"2788","G564 - Causalgia","G56","4",,
"2789","G568 - Otras Mononeuropatias del Miembro Superior","G56","8",,
"2790","G569 - Mononeuropatia del Miembro Superior, sin otra Especificacion","G56","9",,
"2791","G570 - Lesion del Nervio Ciatico","G57","0",,
"2792","G571 - Meralgia Parestesica","G57","1",,
"2793","G572 - Lesion del Nervio Crural","G57","2",,
"2794","G573 - Lesion del Nervio Ciatico Popliteo Externo","G57","3",,
"2795","G574 - Lesion del Nervio Ciatico Popliteo Interno","G57","4",,
"2796","G575 - Sindrome del Tunel Calcaneo","G57","5",,
"2797","G576 - Lesion del Nervio Plantar","G57","6",,
"2798","G578 - Otras Mononeuropatias del Miembro Inferior","G57","8",,
"2799","G579 - Mononeuropatia del Miembro Inferior, sin otra Especificacion","G57","9",,
"2800","G580 - Neuropatia Intercostal","G58","0",,
"2801","G587 - Mononeuritis Multiple","G58","7",,
"2802","G588 - Otras Mononeuropatias Especificadas","G58","8",,
"2803","G589 - Mononeuropatia, no Especificada","G58","9",,
"2804","G590 - Mononeuropatia diabetica (E10-E14+ con Cuarto Caracter Comun .4)","G59","0",,
"2805","G598 - Otras Mononeuropatias en Enfermedades Clasificadas en otra parte","G59","8",,
"2806","G600 - Neuropatia Hereditaria Motora y Sensorial","G60","0",,
"2807","G601 - Enfermedad de Refsum","G60","1",,
"2808","G602 - Neuropatia Asociada con Ataxia Hereditaria","G60","2",,
"2809","G603 - Neuropatia Progresiva Idiopatica","G60","3",,
"2810","G608 - Otras Neuropatias Hereditarias e Idiopaticas","G60","8",,
"2811","G609 - Neuropatia Hereditaria e Idiopatica, sin otra Especificacion","G60","9",,
"2812","G610 - Sindrome de Guillain-Barre","G61","0",,
"2813","G611 - Neuropatia al Suero","G61","1",,
"2814","G618 - Otras Polineuropatias Inflamatorias","G61","8",,
"2815","G619 - Polineuropatia Inflamatoria, no Especificada","G61","9",,
"2816","G620 - Polineuropatia Inducida por drogas","G62","0",,
"2817","G621 - Polineuropatia Alcoholica","G62","1",,
"2818","G622 - Polineuropatia debida a Otro Agente Toxico","G62","2",,
"2819","G628 - Otras Polineuropatias Especificadas","G62","8",,
"2820","G629 - Polineuropatia, no Especificada","G62","9",,
"2821","G630 - Polineuropatia en Enfermedades Infecciosas y Parasitarias Clasificadas en otra parte","G63","0",,
"2822","G631 - Polineuropatia en Enfermedad Neoplasica","G63","1",,
"2823","G632 - Polineuropatia diabetica (E10-E14+ con Cuarto Caracter Comun .4)","G63","2",,
"2824","G633 - Polineuropatia en otras Enfermedades Endocrinas y Metabolicas","G63","3",,
"2825","G634 - Polineuropatia en deficiencia Nutricional","G63","4",,
"2826","G635 - Polineuropatia en Trastornos del Tejido Conectivo Sistemico","G63","5",,
"2827","G636 - Polineuropatia en otros Trastornos Osteomusculares","G63","6",,
"2828","G638 - Polineuropatia en otras Enfermedades Clasificadas en otra parte","G63","8",,
"2829","G64X - Otros Trastornos del Sistema Nervioso Periferico","G64","X",,
"2830","G700 - Miastenia Gravis","G70","0",,
"2831","G701 - Trastornos Toxicos Neuromusculares","G70","1",,
"2832","G702 - Miastenia Congenita o del desarrollo","G70","2",,
"2833","G708 - Otros Trastornos Neuromusculares Especificados","G70","8",,
"2834","G709 - Trastorno Neuromuscular, no Especificado","G70","9",,
"2835","G710 - Distrofia Muscular","G71","0",,
"2836","G711 - Trastornos Miotonicos","G71","1",,
"2837","G712 - Miopatias Congenitas","G71","2",,
"2838","G713 - Miopatia Mitocondrica, no Clasificada en otra parte","G71","3",,
"2839","G718 - Otros Trastornos Primarios de los Musculos","G71","8",,
"2840","G719 - Trastorno Primario del Musculo, Tipo no Especificado","G71","9",,
"2841","G720 - Miopatia Inducida por drogas","G72","0",,
"2842","G721 - Miopatia Alcoholica","G72","1",,
"2843","G722 - Miopatia debida a otros Agentes Toxicos","G72","2",,
"2844","G723 - Paralisis Periodica","G72","3",,
"2845","G724 - Miopatia Inflamatoria, no Clasificada en otra parte","G72","4",,
"2846","G728 - Otras Miopatias Especificadas","G72","8",,
"2847","G729 - Miopatia, no Especificada","G72","9",,
"2848","G730 - Sindromes Miastenicos en Enfermedades Endocrinas","G73","0",,
"2849","G731 - Sindrome de Lambert - Eaton (C80+)","G73","1",,
"2850","G732 - Otros Sindromes Miastenicos en Enfermedad Neoplasica","G73","2",,
"2851","G733 - Sindromes Miastenicos en otras Enfermedades Clasificadas en otra parte","G73","3",,
"2852","G734 - Miopatia en Enfermedades Infecciosas y Parasitarias Clasificadas en otra parte","G73","4",,
"2853","G735 - Miopatia en Enfermedades Endocrinas","G73","5",,
"2854","G736 - Miopatia en Enfermedades Metabolicas","G73","6",,
"2855","G737 - Miopatia en otras Enfermedades Clasificadas en otra parte","G73","7",,
"2856","G800 - Paralisis Cerebral Espastica","G80","0",,
"2857","G801 - Parálisis cerebral Espástica displéjica","G80","1",,
"2858","G802 - Parálisis cerebral espástica Hemiplejica","G80","2",,
"2859","G803 - Paralisis Cerebral discinetica","G80","3",,
"2860","G804 - Paralisis Cerebral Ataxica","G80","4",,
"2861","G808 - Otros Tipos de Paralisis Cerebral","G80","8",,
"2862","G809 - Paralisis Cerebral, sin otra Especificacion","G80","9",,
"2863","G810 - Hemiplejia Flacida","G81","0",,
"2864","G811 - Hemiplejia Espastica","G81","1",,
"2865","G819 - Hemiplejia, no Especificada","G81","9",,
"2866","G820 - Paraplejia Flacida","G82","0",,
"2867","G821 - Paraplejia Espastica","G82","1",,
"2868","G822 - Paraplejia, no Especificada","G82","2",,
"2869","G823 - Cuadriplejia Flacida","G82","3",,
"2870","G824 - Cuadriplejia Espastica","G82","4",,
"2871","G825 - Cuadriplejia, no Especificada","G82","5",,
"2872","G830 - Diplejia de los Miembros Superiores","G83","0",,
"2873","G831 - Monoplejia de Miembro Inferior","G83","1",,
"2874","G832 - Monoplejia de Miembro Superior","G83","2",,
"2875","G833 - Monoplejia, no Especificada","G83","3",,
"2876","G834 - Sindrome de la Cola de Caballo","G83","4",,
"2877","G838 - Otros Sindromes Paraliticos Especificados","G83","8",,
"2878","G839 - Sindrome Paralitico, no Especificado","G83","9",,
"2879","G900 - Neuropatia Autonoma Periferica Idiopatica","G90","0",,
"2880","G901 - Disautonomia Familiar [Sindrome de Riley-day]","G90","1",,
"2881","G902 - Sindrome de Horner","G90","2",,
"2882","G903 - Degeneracion de Sistemas Multiples","G90","3",,
"2883","G908 - Otros Trastornos del Sistema Nervioso Autonomo","G90","8",,
"2884","G909 - Trastorno del Sistema Nervioso Autonomo, no Especificado","G90","9",,
"2885","G904 - Disreflexia autonómica","G90","4",,
"2886","G910 - Hidrocefalo Comunicante","G91","0",,
"2887","G911 - Hidrocefalo Obstructivo","G91","1",,
"2888","G912 - Hidrocefalo de Presion Normal","G91","2",,
"2889","G913 - Hidrocefalo Postraumatico, sin otra Especificacion","G91","3",,
"2890","G918 - Otros Tipos de Hidrocefalo","G91","8",,
"2891","G919 - Hidrocefalo, no Especificado","G91","9",,
"2892","G92X - Encefalopatia Toxica","G92","X",,
"2893","G930 - Quiste Cerebral","G93","0",,
"2894","G931 - Lesion Cerebral Anoxica, no Clasificada en otra parte","G93","1",,
"2895","G932 - Hipertension Intracraneal Benigna","G93","2",,
"2896","G933 - Sindrome de Fatiga Postviral","G93","3",,
"2897","G934 - Encefalopatia no Especificada","G93","4",,
"2898","G935 - Compresion del Encefalo","G93","5",,
"2899","G936 - Edema Cerebral","G93","6",,
"2900","G937 - Sindrome de Reye","G93","7",,
"2901","G938 - Otros Trastornos Especificados del Encefalo","G93","8",,
"2902","G939 - Trastorno del Encefalo, no Especificado","G93","9",,
"2903","G940 - Hidrocefalo en Enfermedades Infecciosas y Parasitarias Clasificadas en otra parte","G94","0",,
"2904","G941 - Hidrocefalo en Enfermedad Neoplasica","G94","1",,
"2905","G942 - Hidrocefalo en otras Enfermedades Clasificadas en otra parte","G94","2",,
"2906","G948 - Otros Trastornos Encefalicos Especificados en Enfermedades Clasificadas en otra parte","G94","8",,
"2907","G950 - Siringomielia y Siringobulbia","G95","0",,
"2908","G951 - Mielopatias Vasculares","G95","1",,
"2909","G952 - Compresion Medular, no Especificada","G95","2",,
"2910","G958 - Otras Enfermedades Especificadas de la Medula Espinal","G95","8",,
"2911","G959 - Enfermedad de la Medula Espinal, no Especificada","G95","9",,
"2912","G960 - Perdida de Liquido Cefalorraquideo","G96","0",,
"2913","G961 - Trastornos de las Meninges, no Clasificados en otra parte","G96","1",,
"2914","G968 - Otros Trastornos Especificados del Sistema Nervioso Central","G96","8",,
"2915","G969 - Trastorno del Sistema Nervioso Central, no Especificado","G96","9",,
"2916","G970 - Perdida de Liquido Cefalorraquideo por Puncion Espinal","G97","0",,
"2917","G971 - Otra Reaccion a la Puncion Espinal y Lumbar","G97","1",,
"2918","G972 - Hipotension Intracraneal Posterior a Anastomosis Ventricular","G97","2",,
"2919","G978 - Otros Trastornos del Sistema Nervioso Consecutivos a Procedimientos","G97","8",,
"2920","G979 - Trastornos no Especificados del Sistema Nervioso, Consecutivos a Procedimientos","G97","9",,
"2921","G98X - Otros Trastornos del Sistema Nervioso, no Clasificados en otra parte","G98","X",,
"2922","G990 - Neuropatia Autonomica en Enfermedades Metabolicas y Endocrinas","G99","0",,
"2923","G991 - Otros Trastornos del Sistema Nervioso Autonomo en otras Enfermedades Clasificadas en Otr","G99","1",,
"2924","G992 - Mielopatia en Enfermedades Clasificadas en otra parte","G99","2",,
"2925","G998 - Otros Trastornos Especificados del Sistema Nervioso en Enfermedades Clasificadas en Otra","G99","8",,
"2926","H000 - Orzuelo y otras Inflamaciones Profundas del Parpado","H00","0",,
"2927","H001 - Calacio [Chalazion]","H00","1",,
"2928","H010 - Blefaritis","H01","0",,
"2929","H011 - Dermatosis no Infecciosa del Parpado","H01","1",,
"2930","H018 - Otras Inflamaciones Especificadas del Parpado","H01","8",,
"2931","H019 - Inflamacion del Parpado, no Especificada","H01","9",,
"2932","H020 - Entropion y Triquiasis Palpebral","H02","0",,
"2933","H021 - Ectropion del Parpado","H02","1",,
"2934","H022 - Lagoftalmos","H02","2",,
"2935","H023 - Blefarocalasia","H02","3",,
"2936","H024 - Blefaroptosis","H02","4",,
"2937","H025 - Otros Trastornos Funcionales del Parpado","H02","5",,
"2938","H026 - Xantelasma del Parpado","H02","6",,
"2939","H027 - Otros Trastornos degenerativos del Parpado y del Area Periocular","H02","7",,
"2940","H028 - Otros Trastornos Especificados del Parpado","H02","8",,
"2941","H029 - Trastorno del Parpado, no Especificado","H02","9",,
"2942","H030 - Infeccion e Infestacion Parasitarias del Parpado en Enfermedades Clasificadas en otra Pa","H03","0",,
"2943","H031 - Compromiso del Parpado en Enfermedades Infecciosas Clasificadas en otra parte","H03","1",,
"2944","H038 - Compromiso del Parpado en Enfermedades Clasificadas en otra parte","H03","8",,
"2945","H040 - Dacrioadenitis","H04","0",,
"2946","H041 - Otros Trastornos de la Glandula Lagrimal","H04","1",,
"2947","H042 - Epifora","H04","2",,
"2948","H043 - Inflamacion Aguda y la no Especificada de las Vias Lagrimales","H04","3",,
"2949","H044 - Inflamacion Cronica de las Vias Lagrimales","H04","4",,
"2950","H045 - Estenosis e Insuficiencia de las Vias Lagrimales","H04","5",,
"2951","H046 - Otros Cambios de las Vias Lagrimales","H04","6",,
"2952","H048 - Otros Trastornos Especificados del Aparato Lagrimal","H04","8",,
"2953","H049 - Trastorno del Aparato Lagrimal, no Especificado","H04","9",,
"2954","H050 - Inflamacion Aguda de la Orbita","H05","0",,
"2955","H051 - Trastornos Inflamatorios Cronicos de la Orbita","H05","1",,
"2956","H052 - Afecciones Exoftalmicas","H05","2",,
"2957","H053 - Deformidad de la Orbita","H05","3",,
"2958","H054 - Enoftalmia","H05","4",,
"2959","H055 - Retencion de Cuerpo Extrano (Antiguo), Consecutiva a Herida Penetrante de la Orbita","H05","5",,
"2960","H058 - Otros Trastornos de la Orbita","H05","8",,
"2961","H059 - Trastorno de la Orbita, no Especificado","H05","9",,
"2962","H060 - Trastornos del Aparato Lagrimal en Enfermedades Clasificadas en otra parte","H06","0",,
"2963","H061 - Infeccion e Infestacion Parasitarias de la Orbita en Enfermedades Clasificadas en otra P","H06","1",,
"2964","H062 - Exoftalmia Hipertiroidea (E05.-+)","H06","2",,
"2965","H063 - Otros Trastornos de la Orbita en Enfermedades Clasificadas en otra parte","H06","3",,
"2966","H100 - Conjuntivitis Mucopurulenta","H10","0",,
"2967","H101 - Conjuntivitis Atopica Aguda","H10","1",,
"2968","H102 - Otras Conjuntivitis Agudas","H10","2",,
"2969","H103 - Conjuntivitis Aguda, no Especificada","H10","3",,
"2970","H104 - Conjuntivitis Cronica","H10","4",,
"2971","H105 - Blefaroconjuntivitis","H10","5",,
"2972","H108 - Otras Conjuntivitis","H10","8",,
"2973","H109 - Conjuntivitis, no Especificada","H10","9",,
"2974","H110 - Pterigion","H11","0",,
"2975","H111 - Degeneraciones y Depositos Conjuntivales","H11","1",,
"2976","H112 - Cicatrices Conjuntivales","H11","2",,
"2977","H113 - Hemorragia Conjuntival","H11","3",,
"2978","H114 - Otros Trastornos Vasculares y Quistes Conjuntivales","H11","4",,
"2979","H118 - Otros Trastornos Especificados de la Conjuntiva","H11","8",,
"2980","H119 - Trastorno de la Conjuntiva, no Especificado","H11","9",,
"2981","H130 - Infeccion Filarica de la Conjuntiva (B74.-+)","H13","0",,
"2982","H131 - Conjuntivitis en Enfermedades Infecciosas y Parasitarias Clasificadas en otra parte","H13","1",,
"2983","H132 - Conjuntivitis en otras Enfermedades Clasificadas en otra parte","H13","2",,
"2984","H133 - Penfigoide Ocular (L12.-+)","H13","3",,
"2985","H138 - Otros Trastornos de la Conjuntiva en Enfermedades Clasificadas en otra parte","H13","8",,
"2986","H150 - Escleritis","H15","0",,
"2987","H151 - Episcleritis","H15","1",,
"2988","H158 - Otros Trastornos de la Esclerotica","H15","8",,
"2989","H159 - Trastorno de la Esclerotica, no Especificado","H15","9",,
"2990","H160 - Ulcera de la Cornea","H16","0",,
"2991","H161 - Otras Queratitis Superficiales sin Conjuntivitis","H16","1",,
"2992","H162 - Queratoconjuntivitis","H16","2",,
"2993","H163 - Queratitis Intersticial y Profunda","H16","3",,
"2994","H164 - Neovascularizacion de la Cornea","H16","4",,
"2995","H168 - Otras Queratitis","H16","8",,
"2996","H169 - Queratitis, no Especificada","H16","9",,
"2997","H170 - Leucoma Adherente","H17","0",,
"2998","H171 - Otras Opacidades Centrales de la Cornea","H17","1",,
"2999","H178 - Otras Opacidades o Cicatrices de la Cornea","H17","8",,
"3000","H179 - Cicatriz u Opacidad de la Cornea, no Especificada","H17","9",,
"3001","H180 - Pigmentaciones y depositos en la Cornea","H18","0",,
"3002","H181 - Queratopatia Vesicular","H18","1",,
"3003","H182 - Otros Edemas de la Cornea","H18","2",,
"3004","H183 - Cambios en las Membranas de la Cornea","H18","3",,
"3005","H184 - Degeneracion de la Cornea","H18","4",,
"3006","H185 - Distrofia Hereditaria de la Cornea","H18","5",,
"3007","H186 - Queratocono","H18","6",,
"3008","H187 - Otras deformidades de la Cornea","H18","7",,
"3009","H188 - Otros Trastornos Especificados de la Cornea","H18","8",,
"3010","H189 - Trastorno de la Cornea, no Especificado","H18","9",,
"3011","H190 - Escleritis y Episcleritis en Enfermedades Clasificadas en otra parte","H19","0",,
"3012","H191 - Queratitis y Queratoconjuntivitis por Herpes Simple (B00.5+)","H19","1",,
"3013","H192 - Queratitis y Queratoconjuntivitis en Enfermedades Infecciosas y Parasitarias, Clasificad","H19","2",,
"3014","H193 - Queratitis y Queratoconjuntivitis en otras Enfermedades Clasificadas en otra parte","H19","3",,
"3015","H198 - Otros Trastornos de la Esclerotica y de la Cornea en Enfermedades Clasificadas en otra P","H19","8",,
"3016","H200 - Iridociclitis Aguda y Subaguda","H20","0",,
"3017","H201 - Iridociclitis Cronica","H20","1",,
"3018","H202 - Iridociclitis Inducida por Trastorno del Cristalino","H20","2",,
"3019","H208 - Otras Iridociclitis Especificadas","H20","8",,
"3020","H209 - Iridociclitis, no Especificada","H20","9",,
"3021","H210 - Hifema","H21","0",,
"3022","H211 - Otros Trastornos Vasculares del Iris y del Cuerpo Ciliar","H21","1",,
"3023","H212 - Degeneracion del Iris y del Cuerpo Ciliar","H21","2",,
"3024","H213 - Quiste del Iris, del Cuerpo Ciliar y de la Camara Anterior","H21","3",,
"3025","H214 - Membranas Pupilares","H21","4",,
"3026","H215 - Otras Adherencias y desgarros del Iris y del Cuerpo Ciliar","H21","5",,
"3027","H218 - Otros Trastornos Especificados del Iris y del Cuerpo Ciliar","H21","8",,
"3028","H219 - Trastorno del Iris y del Cuerpo Ciliar, no Especificado","H21","9",,
"3029","H220 - Iridociclitis en Enfermedades Infecciosas y Parasitarias Clasificadas en otra parte","H22","0",,
"3030","H221 - Iridociclitis en otras Enfermedades Clasificadas en otra parte","H22","1",,
"3031","H228 - Otros Trastornos del Iris y del Cuerpo Ciliar en Enfermedades Clasificadas en otra parte","H22","8",,
"3032","H250 - Catarata Senil Incipiente","H25","0",,
"3033","H251 - Catarata Senil Nuclear","H25","1",,
"3034","H252 - Catarata Senil, Tipo Morgagnian","H25","2",,
"3035","H258 - Otras Cataratas Seniles","H25","8",,
"3036","H259 - Catarata Senil, no Especificada","H25","9",,
"3037","H260 - Catarata Infantil, Juvenil y Presenil","H26","0",,
"3038","H261 - Catarata Traumatica","H26","1",,
"3039","H262 - Catarata Complicada","H26","2",,
"3040","H263 - Catarata Inducida por drogas","H26","3",,
"3041","H264 - Catarata Residual","H26","4",,
"3042","H268 - Otras Formas Especificadas de Catarata","H26","8",,
"3043","H269 - Catarata, no Especificada","H26","9",,
"3044","H270 - Afaquia","H27","0",,
"3045","H271 - Luxacion del Cristalino","H27","1",,
"3046","H278 - Otros Trastornos Especificados del Cristalino","H27","8",,
"3047","H279 - Trastorno del Cristalino, no Especificado","H27","9",,
"3048","H280 - Catarata diabetica (E10-E14+ con Cuarto Caracter Comun .3)","H28","0",,
"3049","H281 - Catarata en otras Enfermedades Endocrinas, Nutricionales y Metabolicas Clasificadas en O","H28","1",,
"3050","H282 - Catarata en otras Enfermedades Clasificadas en otra parte","H28","2",,
"3051","H288 - Otros Trastornos del Cristalino en Enfermedades Clasificadas en otra parte","H28","8",,
"3052","H300 - Coriorretinitis Focal","H30","0",,
"3053","H301 - Coriorretinitis Diseminada","H30","1",,
"3054","H302 - Ciclitis Posterior","H30","2",,
"3055","H308 - Otras Coriorretinitis","H30","8",,
"3056","H309 - Coriorretinitis, no Especificada","H30","9",,
"3057","H310 - Cicatrices Coriorretinianas","H31","0",,
"3058","H311 - Degeneracion Coroidea","H31","1",,
"3059","H312 - Distrofia Coroidea Hereditaria","H31","2",,
"3060","H313 - Hemorragia y Ruptura de la Coroides","H31","3",,
"3061","H314 - Desprendimiento de la Coroides","H31","4",,
"3062","H318 - Otros Trastornos Especificados de la Coroides","H31","8",,
"3063","H319 - Trastorno de la Coroides, no Especificado","H31","9",,
"3064","H320 - Inflamacion Coriorretiniana en Enfermedades Infecciosas y Parasitarias Clasificadas en O","H32","0",,
"3065","H328 - Otros Trastornos Coriorretinianos en Enfermedades Clasificadas en otra parte","H32","8",,
"3066","H330 - Desprendimiento de la Retina con Ruptura","H33","0",,
"3067","H331 - Retinosquisis y Quistes de la Retina","H33","1",,
"3068","H332 - Desprendimiento Seroso de la Retina","H33","2",,
"3069","H333 - Desgarro de la Retina sin desprendimiento","H33","3",,
"3070","H334 - Desprendimiento de la Retina por Traccion","H33","4",,
"3071","H335 - Otros desprendimientos de la Retina","H33","5",,
"3072","H340 - Oclusion Arterial Transitoria de la Retina","H34","0",,
"3073","H341 - Oclusion de la Arteria Central de la Retina","H34","1",,
"3074","H342 - Otras Formas de Oclusion de la Arteria de la Retina","H34","2",,
"3075","H348 - Otras Oclusiones Vasculares Retinianas","H34","8",,
"3076","H349 - Oclusion Vascular Retiniana, sin otra Especificacion","H34","9",,
"3077","H350 - Retinopatias del Fondo y Cambios Vasculares Retinianos","H35","0",,
"3078","H351 - Retinopatia de la Prematuridad","H35","1",,
"3079","H352 - Otras Retinopatias Proliferativas","H35","2",,
"3080","H353 - Degeneracion de la Macula y del Polo Posterior del Ojo","H35","3",,
"3081","H354 - Degeneracion Periferica de la Retina","H35","4",,
"3082","H355 - Distrofia Hereditaria de la Retina","H35","5",,
"3083","H356 - Hemorragia Retiniana","H35","6",,
"3084","H357 - Separacion de las Capas de la Retina","H35","7",,
"3085","H358 - Otros Trastornos Especificados de la Retina","H35","8",,
"3086","H359 - Trastorno de la Retina, no Especificado","H35","9",,
"3087","H360 - Retinopatia diabetica (E10-E14+ con Cuarto Caracter Comun .3)","H36","0",,
"3088","H368 - Otros Trastornos de la Retina en Enfermedades Clasificadas en otra parte","H36","8",,
"3089","H400 - Sospecha de Glaucoma","H40","0",,
"3090","H401 - Glaucoma Primario de Angulo Abierto","H40","1",,
"3091","H402 - Glaucoma Primario de Angulo Cerrado","H40","2",,
"3092","H403 - Glaucoma Secundario a Traumatismo Ocular","H40","3",,
"3093","H404 - Glaucoma Secundario a Inflamacion Ocular","H40","4",,
"3094","H405 - Glaucoma Secundario a otros Trastornos del Ojo","H40","5",,
"3095","H406 - Glaucoma Secundario a drogas","H40","6",,
"3096","H408 - Otros Glaucomas","H40","8",,
"3097","H409 - Glaucoma, no Especificado","H40","9",,
"3098","H420 - Glaucoma en Enfermedades Endocrinas, Nutricionales y Metabolicas, Clasificadas en otra P","H42","0",,
"3099","H428 - Glaucoma en otras Enfermedades Clasificadas en otra parte","H42","8",,
